,steps,words,feedback,ncands
111,3,"['tores', 'rotor', 'motor']","['YGYXX', 'YGGGG', 'GGGGG']","[4, 1, 1]"
112,4,"['tores', 'elope', 'glove', 'alone']","['XYXYX', 'YGGXG', 'XGGXG', 'GGGGG']","[45, 6, 3, 3]"
113,3,"['tores', 'tatty', 'hatch']","['YXXXX', 'YGGYX', 'GGGGG']","[87, 10, 10]"
114,7,"['tores', 'freer', 'rarer', 'rider', 'leper', 'upper', 'hyper']","['XXYGX', 'XYYGG', 'YXYGG', 'YXXGG', 'XYGGG', 'XYGGG', 'GGGGG']","[94, 52, 28, 11, 2, 1, 1]"
115,3,"['tores', 'taint', 'thumb']","['GXXXX', 'GXXXY', 'GGGGG']","[28, 2, 2]"
116,3,"['tores', 'donor', 'dowry']","['XGYXX', 'GGXYY', 'GGGGG']","[19, 1, 1]"
117,3,"['tores', 'afoot', 'ought']","['YYXXX', 'XXYYG', 'GGGGG']","[31, 1, 1]"
118,4,"['tores', 'melee', 'belly', 'belch']","['XXXYX', 'XGGYY', 'GGGYX', 'GGGGG']","[196, 7, 1, 1]"
119,4,"['tores', 'tatty', 'hitch', 'dutch']","['YXXXX', 'YXGYX', 'YXGGG', 'GGGGG']","[87, 8, 2, 2]"
120,3,"['tores', 'afoot', 'pilot']","['YYXXX', 'XXYGG', 'GGGGG']","[31, 5, 5]"
121,3,"['tores', 'tweet', 'tweed']","['GXXGX', 'GGGGY', 'GGGGG']","[6, 1, 1]"
122,2,"['tores', 'comet']","['YGXGX', 'GGGGG']","[4, 4]"
123,4,"['tores', 'tatty', 'gaunt', 'jaunt']","['YXXXX', 'YGYYX', 'XGGGG', 'GGGGG']","[87, 12, 4, 4]"
124,3,"['tores', 'melee', 'enema']","['XXXYX', 'YYXYY', 'GGGGG']","[196, 3, 3]"
125,3,"['tores', 'sleet', 'steed']","['YXXGY', 'GXGGY', 'GGGGG']","[11, 2, 2]"
126,3,"['tores', 'amass', 'abyss']","['XXXXG', 'GXYGG', 'GGGGG']","[12, 1, 1]"
127,4,"['tores', 'brood', 'grown', 'growl']","['XYYXX', 'XGGYX', 'GGGGX', 'GGGGG']","[74, 18, 1, 1]"
128,4,"['tores', 'canny', 'flunk', 'fling']","['XXXXX', 'XXYGX', 'GGXGX', 'GGGGG']","[246, 6, 1, 1]"
