steps,words,feedback,ncands
5,"['arose', 'lited', 'merry', 'every', 'query']","['XYXXY', 'XXXYX', 'XYYGG', 'YXGGG', 'GGGGG']","[103, 12, 2, 1, 1]"
4,"['arose', 'glint', 'brink', 'drink']","['XGXXX', 'XXGGX', 'XGGGG', 'GGGGG']","[37, 3, 1, 1]"
3,"['arose', 'calmy', 'favor']","['YYYXX', 'XGXXX', 'GGGGG']","[28, 7, 7]"
3,"['arose', 'angel', 'abbey']","['GXXXY', 'GXXGX', 'GGGGG']","[11, 1, 1]"
4,"['arose', 'clint', 'junta', 'tangy']","['YXXXX', 'XXXYY', 'XXGYY', 'GGGGG']","[148, 2, 1, 1]"
4,"['arose', 'clint', 'manic', 'panic']","['YXXXX', 'YXYYX', 'XGGGG', 'GGGGG']","[148, 2, 1, 1]"
2,"['arose', 'solar']","['YYYYX', 'GGGGG']","[3, 3]"
3,"['arose', 'spree', 'shire']","['XYXYG', 'GXYYG', 'GGGGG']","[6, 1, 1]"
4,"['arose', 'tigon', 'crowd', 'proxy']","['XGGXX', 'XXXYX', 'XGGXX', 'GGGGG']","[38, 8, 1, 1]"
4,"['arose', 'cunit', 'joint', 'point']","['XXYXX', 'XXYYG', 'XGGGG', 'GGGGG']","[104, 3, 1, 1]"
4,"['arose', 'thrum', 'intro', 'robot']","['XYYXX', 'YXYXX', 'XXYYY', 'GGGGG']","[49, 3, 1, 1]"
4,"['arose', 'glint', 'crimp', 'prick']","['XGXXX', 'XXGXX', 'YGGXY', 'GGGGG']","[37, 5, 1, 1]"
4,"['arose', 'guilt', 'mince', 'wince']","['XXXXG', 'XXYXX', 'XGGGG', 'GGGGG']","[79, 6, 1, 1]"
3,"['arose', 'glint', 'crimp']","['XGXXX', 'XXGXX', 'GGGGG']","[37, 5, 5]"
3,"['arose', 'clint', 'knoll']","['XXGXX', 'XYXYX', 'GGGGG']","[39, 1, 1]"
3,"['arose', 'chapt', 'sugar']","['YYXYX', 'XXYXX', 'GGGGG']","[21, 1, 1]"
4,"['arose', 'clint', 'macaw', 'whack']","['YXXXX', 'YXXXX', 'XYYYY', 'GGGGG']","[148, 4, 1, 1]"
3,"['arose', 'cunit', 'mount']","['XXYXX', 'XYYXG', 'GGGGG']","[104, 1, 1]"
5,"['arose', 'lited', 'merry', 'jerky', 'perky']","['XYXXY', 'XXXYX', 'XGGYG', 'XGGGG', 'GGGGG']","[103, 12, 2, 1, 1]"
4,"['arose', 'cunit', 'couch', 'could']","['XXYXX', 'GYXXX', 'GGGYX', 'GGGGG']","[104, 3, 1, 1]"
