word,cares_doily,cares_pouty,cares_poind,cares_gouty,cares_noily,cares_point,cares_doilt,cares_piony,cares_bound,cares_pound,bares_doily,bares_pouty,bares_poind,bares_gouty,bares_noily,bares_point,bares_doilt,bares_piony,bares_could,bares_colin,pares_doily,pares_gouty,pares_noily,pares_doilt,pares_bound,pares_could,pares_colin,pares_count,pares_boult,pares_boink,tares_doily,tares_poind,tares_noily,tares_piony,tares_bound,tares_could,tares_colin,tares_pound,tares_boink,tares_mound,cores_laity,cores_daily,cores_gaily,cores_haily,cores_paint,cores_bialy,cores_daint,cores_baith,cores_faint,cores_gaudy,bores_laity,bores_daily,bores_gaily,bores_haily,bores_canid,bores_calid,bores_paint,bores_daint,bores_cauld,bores_faint,mares_doily,mares_pouty,mares_poind,mares_gouty,mares_noily,mares_point,mares_doilt,mares_piony,mares_bound,mares_could,pores_laity,pores_daily,pores_gaily,pores_haily,pores_canid,pores_calid,pores_bialy,pores_daint,pores_baith,pores_cauld,canes_doily,canes_roily,canes_pouty,canes_gouty,canes_loury,canes_doilt,canes_bourd,canes_boult,canes_poult,canes_roupy,dares_pouty,dares_gouty,dares_noily,dares_point,dares_piony,dares_colin,dares_count,dares_boult,dares_poult,dares_boink
bread,4,5,3,5,5,5,4,5,3,3,3,5,3,5,5,5,3,5,3,5,4,5,5,4,3,3,5,5,5,4,4,3,5,5,3,3,5,3,4,3,5,4,5,5,5,4,4,5,5,4,5,3,5,5,3,3,5,3,3,5,4,5,3,5,5,5,4,5,3,3,5,4,5,5,3,3,4,4,5,3,4,5,5,5,5,4,3,4,5,5,4,4,4,4,4,4,4,3,4,3
friar,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,4,5,5,4,3,4,3,3,4,4,4,4,4,4,3,3,3,5,4,4,4,4,4,4,3,3,3,3,3,5,4,4,3,4,4,3,4,4,5,4,3,4,5,3,3,4,4,4,3,3,3,5,4,4,3,3,3,3,5,4,5,3,3,4,4,3,4,4,4,4,5,4,4,4,4,4,3,3,4,4,4,5,4,4
reign,4,5,3,4,4,3,4,4,4,4,4,5,3,4,4,3,4,4,5,3,4,4,4,4,4,5,3,4,5,3,4,3,4,4,4,5,3,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,3,4,4,4,3,3,5,3,4,5,3,4,4,3,4,4,4,5,4,4,3,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,3,5,4,4,3,4,3,4,5,5,3
dairy,3,5,3,4,4,5,3,4,4,4,3,5,3,4,4,5,3,4,4,4,3,4,4,3,4,4,4,5,4,5,3,3,4,4,4,4,4,4,5,4,4,3,4,4,5,4,3,5,4,3,4,3,4,4,3,3,5,3,4,4,3,5,3,4,4,5,3,4,4,4,4,3,4,4,3,3,4,3,5,4,3,4,4,4,5,3,3,5,5,5,3,3,3,3,3,3,3,3,3,3
quill,4,5,4,4,5,4,3,5,4,5,4,6,5,4,4,5,4,4,5,4,4,4,4,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,5,4,4,5,4,4,5,4,4,5,5,5,4,4,5,5,5,4,5,4,5,4,5,5,5,6,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4
cross,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,4,4,4,3,3,5,4,4,4,5,3,3,3,4,4,5,4,5,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,5,5,3,3,4,5,3,4,4,4,4,4,5,4,4,4,4,3,4,5,4,5,3,3,5,4,4,3,4,3,4,4,3,4,3,4,4,3,4,4,5,4,4,3,3,4,4,5
brood,5,6,4,4,6,6,5,6,3,4,3,5,3,5,5,5,3,5,3,5,5,6,5,5,3,4,5,6,5,4,5,4,6,5,3,4,5,4,4,4,3,5,6,6,6,3,4,3,4,5,5,3,5,5,3,3,5,3,3,5,5,5,4,5,5,5,5,4,3,4,5,5,5,5,4,4,5,4,5,4,4,6,6,3,6,4,3,3,3,4,5,5,5,4,4,4,4,3,5,3
tuber,6,5,6,5,6,4,5,6,3,5,4,3,4,3,4,3,3,4,4,4,4,5,6,5,3,3,5,4,3,4,4,4,4,4,3,4,4,3,3,3,5,6,6,6,4,4,4,3,4,5,3,4,4,4,4,4,3,3,4,3,6,5,6,5,6,4,5,6,3,3,5,4,5,6,6,6,4,4,3,3,6,6,4,4,5,4,3,3,3,5,5,5,6,4,6,6,4,3,4,4
shear,5,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,4,5,5,4,4,4,4,4,4,5,4,5,5,4,4,5,4,4,5,4,5,4,4,5,5,4,5,4,5,5,3,4,4,4,4,4,3,4,4,4,5,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5
posit,3,3,3,4,3,3,3,3,4,4,4,3,3,4,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,4,4,4,3,3,3,3,4,3,4,3,3,4,3,3,3,3,5,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,3,3,3,4,3,3,3,3,4,4,3,3
blank,5,5,6,4,6,4,5,6,3,5,4,3,4,3,3,3,4,3,4,3,5,4,6,5,3,6,5,4,3,3,5,6,6,4,3,5,5,5,3,5,5,5,4,5,4,4,5,4,4,6,3,4,3,3,3,3,3,4,4,3,5,4,6,4,6,4,5,7,3,5,6,5,5,6,6,5,3,6,3,6,4,3,4,5,6,4,3,3,5,4,6,5,6,6,6,6,5,4,5,3
villa,3,4,4,4,3,4,3,3,4,4,3,4,4,4,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,4,3,4,3,3,4,3,3,5,4,4,4,3,3,3,4,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,4,4,3,4,3,3,4,3,4,3,3,3,4,3,3,4,5,3,4,3,4,5,4,4,4,4,3,4,4,4,3,4,3,3,4,4,3,4
shank,5,5,4,4,4,3,5,4,4,4,5,5,4,4,4,3,3,4,5,4,5,5,4,5,4,5,4,3,3,3,5,4,3,3,4,4,3,4,3,4,5,5,5,5,3,5,4,5,3,6,3,5,3,4,4,5,3,4,5,3,5,4,4,4,4,3,5,4,4,5,4,5,4,4,4,5,4,4,4,5,4,4,3,3,4,4,4,4,3,4,6,5,4,4,4,4,4,4,5,3
piggy,5,4,4,4,4,4,4,3,5,4,4,4,4,3,5,4,4,3,5,5,4,4,3,4,4,4,3,4,4,5,4,4,4,3,4,4,4,4,5,4,4,5,3,5,4,5,5,4,5,4,4,4,3,6,5,5,4,5,5,4,5,4,5,4,5,5,4,4,4,5,4,4,3,4,3,4,4,4,4,4,5,4,4,3,4,4,5,4,4,4,4,4,4,4,3,5,5,4,4,4
freak,5,6,6,6,5,6,5,5,5,6,6,5,6,5,6,5,5,6,5,6,6,5,6,5,5,6,5,6,5,3,6,6,6,5,6,5,6,6,3,5,5,5,5,5,6,6,5,5,4,5,5,6,5,5,4,4,5,5,5,4,6,5,6,5,6,5,5,5,6,4,5,6,5,5,6,5,5,6,5,6,6,5,6,6,5,5,5,5,6,5,5,5,6,6,6,6,5,5,5,3
which,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,3,4,4,4,3,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,3,4,4,4,5,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,5,5,5,4,4,4
among,4,5,4,4,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,3,4,4,5,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,3,4,5,4,4,4,5,5,4,3,5,5,4,5,5,4,5,5,5,4,4,4,4,4,4,4,5,4
fecal,4,4,4,5,4,4,4,5,5,4,5,4,5,5,5,4,5,5,4,4,6,5,4,4,5,4,4,4,5,5,4,5,5,5,5,4,4,5,5,4,4,4,3,4,4,3,4,4,3,5,5,5,4,4,4,4,4,5,4,4,4,5,4,5,5,5,5,5,5,4,4,6,5,4,4,4,4,5,5,4,4,4,5,5,4,4,5,3,3,5,5,5,4,5,5,4,4,5,5,5
shell,4,4,5,4,4,5,4,5,5,5,4,4,5,5,4,5,4,5,5,5,3,4,3,3,5,5,5,5,4,5,4,5,4,5,5,4,4,5,5,5,4,4,4,3,5,4,5,3,5,6,4,4,4,3,5,5,5,5,5,5,4,4,4,5,4,4,3,4,5,5,3,3,3,3,5,5,3,5,3,5,4,4,5,5,5,4,5,4,4,5,5,5,4,5,5,5,5,4,4,5
would,3,4,3,4,3,4,3,5,3,3,3,4,3,4,3,4,3,5,3,4,3,4,3,3,3,3,4,4,3,4,3,3,3,5,3,3,4,3,4,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,4,4,3,4,3,4,3,4,3,4,3,5,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,4,3,3,3,3,4,4,4,3,4,3,3,3,3,3,4
algae,5,5,5,6,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,4,3,3,3,4,5,5,4,4,5,4,4,4,4,5,5,5,4,5,4,4,3,5,3,4,4,5,4,4,4,5,4,4,3,5,4,4,4,4,5,4,4,5,4,3,4,4,4,4,5,5,3,3,4,3,5,4,4,4,4,5,4,4,5,3,5,5,5,4,5,4,5,6,4,4,4,4,4,5,5,4
large,3,5,4,3,3,5,3,5,4,4,3,4,4,3,3,4,3,4,3,4,3,3,3,3,4,3,4,5,3,4,3,4,3,5,4,3,4,4,4,4,3,3,3,3,5,4,4,4,4,3,3,3,3,3,4,4,4,4,3,4,3,5,5,3,3,5,3,5,4,3,3,3,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,5,5,3,3,4,4,4,4,3,3,4
rabbi,4,5,5,5,4,4,4,4,4,5,3,4,3,4,4,4,3,4,4,3,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,3,4,3,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,3,5,6,5,4,4,4,4,4,4,5,3,4,3
agony,4,4,4,3,3,4,4,3,4,4,4,4,4,3,3,4,4,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,3,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,3,3,4,3,3,4,3,5,4,3,4,3,3,4,3,3,4,4,4,4
amuse,5,4,5,4,5,5,5,5,3,4,4,3,4,3,4,4,4,4,3,4,5,4,5,5,3,4,5,4,3,4,5,5,5,5,3,4,5,4,4,3,5,5,5,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,3,3,5,5,5,5,5,5,4,5,4,4,5,5,4,4,4,5,3,3,4,4,4,4,5,5,5,5,4,3,4,4
bushy,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,3,4,4,4,3,4,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3
copse,3,3,3,3,3,3,3,3,4,3,6,3,3,7,6,3,6,3,4,3,3,3,3,3,3,3,3,3,3,3,6,3,6,3,5,3,3,3,6,5,3,3,3,3,3,3,3,3,3,4,6,6,6,6,3,3,3,6,4,6,6,3,3,7,7,3,6,3,5,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,3,3,3,6,6,3,3,3,3,4,3,6
swoon,5,4,3,5,6,5,5,3,5,4,5,5,3,5,6,3,5,3,5,5,5,4,5,4,4,5,4,4,4,3,5,3,5,3,5,5,5,4,3,5,5,5,5,5,5,5,3,4,6,6,6,5,5,5,4,5,3,3,5,6,5,4,3,5,6,3,5,3,5,5,6,5,5,5,4,5,5,3,4,5,5,6,4,3,5,5,5,5,4,4,4,5,5,3,3,5,5,5,4,3
knife,5,5,4,5,4,4,4,4,5,5,5,5,4,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,3,5,4,4,5,5,5,5,5,3,5,5,5,5,5,4,5,4,5,3,5,5,5,5,5,5,5,4,4,5,3,5,5,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,6,4,4,4,5,5,5,5,3
pouch,4,3,3,3,3,3,3,3,4,3,5,4,4,4,5,4,5,4,4,3,3,4,3,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,4,4,5,5,5,3,3,4,4,4,4,5,4,4,4,5,4,5,3,3,4,4,3,3,3,3,3,3,4,3,3,5,3,3,3,4,3,4,3,3,3,3,3,5,4,4,3,3,4,3,4
ascot,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,3,4,4,3,4,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,4
plane,4,4,4,4,3,4,5,4,4,4,5,5,4,4,3,4,4,4,3,4,3,4,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,3,4,5,4,4,4,5,4,4,4,4,4,4,3,4,5,5,4,4,3,4,4,4,4,4,3,3,4,3,3,3,4,4,4,3,3,3,3,4,4,3,4,3,3,3,5,4,4,4,4,4,4,4,3,4
crown,5,4,3,4,3,3,4,3,3,3,4,4,3,4,4,3,4,3,4,3,6,4,5,4,4,4,3,3,4,3,5,3,4,3,4,4,3,3,3,4,4,5,5,5,3,5,3,4,3,4,4,4,5,5,3,5,3,3,4,3,5,4,3,4,5,3,4,3,4,4,5,6,4,4,3,5,4,3,4,4,4,3,3,3,3,4,3,4,4,3,4,4,3,3,3,3,3,4,4,3
urban,4,4,4,3,4,4,4,4,3,4,4,3,3,3,3,3,4,3,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,3,4,4,5,3,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,5,3,4,4,3,4,4,4,4,4,4,4,3,4,3
snide,4,6,3,6,5,3,4,4,3,3,4,6,3,6,5,3,4,4,6,5,3,6,4,3,3,5,4,4,6,4,4,3,5,4,3,5,5,3,4,3,5,4,7,6,3,7,3,6,4,6,5,4,7,6,3,5,3,3,6,4,4,6,3,5,5,3,4,4,3,6,6,3,6,7,3,4,6,3,6,5,3,5,4,5,5,3,4,5,4,4,5,5,3,3,4,3,4,5,4,3
relay,3,4,6,4,3,6,4,4,5,5,3,4,6,4,3,6,4,4,4,3,3,4,3,5,6,4,3,6,3,6,3,6,3,4,4,4,3,6,5,5,3,3,3,3,6,3,5,5,5,4,3,3,3,3,6,3,6,5,4,5,3,4,6,4,3,6,5,4,6,4,3,3,3,3,6,3,3,6,6,4,4,3,4,4,3,4,6,4,4,4,4,3,3,6,4,3,5,4,5,5
abide,3,4,3,4,3,4,3,4,3,4,3,5,3,5,3,3,3,3,3,3,3,5,4,3,3,4,4,5,4,3,3,3,4,5,3,4,4,4,3,4,4,3,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,4,3,4,3,4,4,3,4,4,3,3,3,3,3,4,3,3,5,5,4,3,3,4,4,4,4,4,3,3,3,3,4,3,4,3
viola,3,4,4,4,3,4,3,3,4,4,3,4,4,4,3,4,3,3,4,3,3,5,3,3,4,4,3,4,4,4,3,4,3,3,4,4,3,4,4,4,4,3,3,3,4,3,4,5,4,4,4,3,3,3,4,4,4,4,4,4,3,5,4,5,3,4,3,3,4,4,4,3,3,3,4,3,3,4,4,4,3,3,4,4,4,3,4,3,3,4,5,5,3,4,3,4,4,3,3,4
rajah,4,4,4,4,5,4,4,6,4,4,4,4,4,4,4,4,5,5,5,4,3,4,5,4,4,4,4,4,5,4,4,5,4,4,4,5,4,4,4,5,4,4,5,3,4,4,5,3,4,5,4,4,4,4,4,4,4,3,5,4,3,4,4,6,5,5,4,5,4,4,4,3,5,4,4,4,4,5,3,4,5,5,5,5,6,5,4,5,5,6,4,4,4,5,5,4,4,5,5,4
straw,4,3,4,3,4,3,3,4,4,3,4,3,5,3,5,3,3,3,4,4,4,3,4,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,4,4,5,4,4,3,3,4,3,4,3,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,3,5
dilly,3,4,5,4,9,8,3,9,5,5,3,4,5,4,8,7,3,8,3,8,3,4,9,3,5,3,9,8,3,8,3,4,8,8,4,3,8,4,7,6,8,3,8,8,8,8,3,6,7,4,7,3,7,7,5,4,7,3,3,5,3,4,7,6,9,8,4,9,7,4,8,3,8,8,5,4,8,3,7,3,3,9,8,3,9,3,5,3,3,9,4,4,3,3,4,4,3,3,3,4
crash,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4
amass,5,4,4,5,5,4,5,5,4,4,5,4,6,5,5,4,5,6,6,5,5,4,5,5,5,6,5,4,4,4,4,4,4,4,5,4,5,4,6,4,5,5,5,5,4,5,6,7,6,6,5,5,5,5,6,5,4,6,6,6,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,5,6,4,5,4,5,4,5,4,5,5,4,4,5,5,4,5,4,5,4,4,6
third,3,4,4,4,4,4,3,5,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,3,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,4
trick,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,3,4,4,4
tutor,4,3,4,3,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,5,3,5,4,4,4,5,3,3,5,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,4,4,4,5,5,3,3,4,4,4,4,3,5,4,3,4,4,4,4,3,3,3,4
woody,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,4,4,4,5,4,5,5,5,4,4,5,4,4,4,4,5,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,5,4,4
blurb,3,4,4,5,3,4,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,4,3,3,4,3,4,4,3,3,3,4,3,4,3,3,4,4,3,4,3,3,3,3,4,3,5,3,5,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,3,3,3,3,3,4,4,3,4,3,3,3,3,4,4,3,5,3,4,4,4,4,4,3,4,4,4,5,3,3,3
grief,5,6,5,4,6,5,4,6,4,5,4,5,4,4,5,4,4,5,4,5,5,4,6,4,4,5,6,6,5,5,4,4,6,5,4,5,6,5,5,5,6,5,3,6,5,5,5,5,4,4,5,4,3,5,4,4,4,4,4,3,5,6,5,4,6,5,4,6,4,5,5,5,3,6,5,5,5,4,4,5,5,6,5,4,5,4,4,4,5,5,5,4,5,4,5,5,5,4,5,4
disco,3,4,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,4,4,3,4,3,3,4,4,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,3,4,3
where,4,5,4,5,4,5,4,4,5,5,4,5,5,5,4,5,4,4,5,4,4,5,4,4,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,5,5,5,5,4,5,4,5,4,5,4,4,5,4,4,4,4,4,4,4,4,5,4,5,5,4,5,5,4,5,5,5,5,4,5,5,4,5,4,4,5,5,5,4
sassy,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
beach,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,3,3,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,5,5,4,4,4,4,4,5,5,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,5,4
sauna,4,3,3,3,4,3,6,3,3,3,4,3,3,3,4,3,5,3,3,4,4,3,4,5,3,3,4,3,4,3,4,3,4,3,3,3,4,3,3,3,4,4,5,5,3,3,3,6,3,3,4,4,4,4,4,5,3,3,3,3,4,3,3,3,4,3,5,3,3,3,4,4,4,4,4,4,4,3,6,3,4,4,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,4,3,3
comic,3,4,3,4,3,3,3,3,4,4,4,4,3,4,3,3,4,3,5,3,4,3,3,4,4,4,3,4,5,3,4,3,4,3,5,4,3,5,4,4,3,3,3,3,3,4,3,3,3,3,4,4,3,4,3,3,3,4,5,3,3,4,3,4,3,3,3,3,4,5,3,4,3,3,3,3,4,3,4,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,4,5,4,4
clued,3,3,5,3,4,4,3,4,3,3,6,5,7,4,6,6,6,7,3,5,6,5,7,6,5,3,4,4,5,6,6,7,7,5,5,3,5,6,6,6,4,3,4,4,4,4,5,3,4,3,6,6,4,6,4,3,6,8,3,5,6,6,7,5,6,7,6,7,5,3,6,6,4,7,5,3,6,6,6,3,3,4,4,4,3,3,3,4,4,3,6,5,6,6,8,3,3,5,6,6
creep,4,3,3,5,5,3,5,3,4,3,5,4,4,6,6,4,5,4,5,6,4,4,4,4,4,3,3,3,4,4,5,4,6,4,5,5,6,4,5,5,5,4,5,5,3,5,5,6,7,4,6,5,6,5,5,4,4,6,5,5,5,4,4,6,6,4,5,4,5,5,4,4,4,4,3,3,4,4,4,3,5,6,3,5,5,5,4,5,3,3,4,4,5,4,4,5,4,5,4,5
caste,4,3,4,3,4,3,3,4,3,3,6,5,6,5,6,5,5,6,3,4,6,5,6,5,6,3,4,3,5,6,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,3,3,3,3,3,5,6,6,6,4,4,5,5,3,5,6,5,6,5,6,5,5,6,6,3,5,6,6,6,4,4,6,5,5,3,4,4,3,3,3,3,3,3,3,3,5,5,6,5,6,4,3,5,5,6
graze,7,7,6,6,8,7,7,6,6,6,7,6,6,7,8,7,7,7,6,7,7,6,6,6,6,6,6,7,7,7,7,6,8,7,7,7,7,6,8,7,7,7,6,8,7,7,7,7,7,5,7,7,7,8,7,7,7,7,6,7,7,6,6,7,8,7,5,7,7,7,7,7,6,8,6,6,7,6,7,6,7,8,7,6,8,7,7,7,7,6,6,6,7,6,6,7,7,7,6,7
snuff,4,6,4,6,4,4,5,4,4,4,4,5,4,5,4,4,5,4,4,4,4,5,4,5,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,3,4,4,5,4,4,4,3,5,3,5,4,4,4,4,4,5,4,4,4,3,4,5,4,6,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4
frock,4,4,4,4,4,4,4,4,3,4,5,4,4,4,5,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,3,4,5,4,5,5,5,4,4,4,4,4,5,4
gonad,5,5,4,4,5,5,5,5,4,4,5,4,4,4,5,5,5,5,4,5,5,4,5,5,4,4,5,5,5,5,5,4,5,5,4,4,5,4,5,3,5,5,4,4,5,4,4,5,5,3,5,5,4,4,4,4,5,4,4,5,4,6,3,3,4,5,4,5,3,4,5,5,4,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,5,4,5,3,5,4,4,5,4,5,5,4
drunk,3,4,3,4,4,3,3,4,3,3,3,4,3,4,5,3,3,4,3,5,3,4,5,3,3,3,5,3,4,4,3,3,4,3,3,3,4,3,3,3,4,3,4,4,3,4,3,4,3,3,4,3,5,5,3,4,3,3,3,3,3,4,3,4,5,3,3,4,3,3,4,3,5,5,3,4,5,3,4,3,3,4,4,4,4,3,3,4,4,5,3,3,3,3,3,3,3,3,3,3
prong,4,4,3,5,5,3,4,3,3,3,4,4,3,5,5,3,4,3,5,3,4,3,3,3,3,4,3,3,4,3,5,3,5,3,3,4,3,3,4,3,5,4,4,4,3,4,3,5,3,5,5,4,4,6,4,4,3,3,5,3,6,4,3,5,5,3,4,3,5,4,4,4,3,5,3,4,5,3,4,4,5,5,3,4,4,5,4,5,3,4,4,5,5,3,3,3,3,4,4,4
lurid,3,4,4,4,3,4,3,4,3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,5,4,5,3,4,3,4,3,3,3,3,4,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,4,3,4,4,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,3,3,3,4,3,3,3,3,3,4
